image,ocr_image,plate_detected,det_conf,bbox,plate_color,detector_fallback_used,detector_fallback_prediction,detector_fallback_crop,color_white,color_yellow,color_blue,color_red,prediction,prediction_normalized,selected_model,validity_score,ground_truth,char_acc,full_plate_correct,total_time_ms,train1_paddleocr_pred,train1_paddleocr_score,train1_paddleocr_time_ms,train1_paddleocr_error,train2_best_ema_pred,train2_best_ema_score,train2_best_ema_time_ms,train2_best_ema_error
car_307.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_307.jpg,,,,white,False,,,0.3614,0.0000,0.0000,0.0000,29D09566,29D09566,merged_train2_train1,13,29D 09566,1.0,True,60.923,29D-09566,13,14.762,,29D 09566,13,46.162,
car_316.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_316.jpg,,,,white,False,,,0.5996,0.0000,0.0100,0.0000,30E02141,30E02141,merged_train2_train1,13,30E 02141,1.0,True,56.770,02041,2,14.472,,30E 02141,13,42.298,
car_325.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_325.jpg,,,,white,False,,,0.4559,0.0143,0.0000,0.0000,89A12433,89A12433,merged_train2_train1,13,89A 12433,1.0,True,52.666,124.33,2,16.084,,89A 12433,13,36.581,
car_353.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_353.jpg,,,,white,False,,,0.4318,0.0001,0.0013,0.2686,30F86034,30F86034,merged_train2_train1,13,30F 86034,1.0,True,43.957,30F·860.34,13,14.664,,3 0F864,5,29.293,
car_386.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_386.jpg,,,,white,False,,,0.5572,0.0000,0.0000,0.0000,24A15935,24A15935,merged_train2_train1,13,24A 15935,1.0,True,45.590,129.35,2,14.530,,24A 15935,13,31.061,
car_388.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_388.jpg,,,,white,False,,,0.5942,0.0000,0.0000,0.0000,30E91177,30E91177,merged_train2_train1,13,30E 91177,1.0,True,57.450,93077,2,15.191,,30E 91177,13,42.259,
car_389.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_389.jpg,,,,white,False,,,0.6762,0.0000,0.0000,0.0005,30A90546,30A90546,merged_train2_train1,13,30A 90546,1.0,True,51.148,93546,2,15.067,,30A 90546,13,36.081,
car_40.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_40.jpg,,,,white,False,,,0.3619,0.0000,0.0000,0.0000,76LD00082,76LD00082,merged_train2_train1,18,24D 00082,0.6666666666666667,False,112.931,00082,2,14.698,,76LD 00082,18,98.233,
car_405.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_405.jpg,,,,white,False,,,0.5619,0.0000,0.0000,0.0000,30F97025,30F97025,merged_train2_train1,13,30F 97025,1.0,True,41.596,30F-970.25,13,14.399,,3 0F975,5,27.197,
car_41.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_41.jpg,,,,white,False,,,0.5806,0.0000,0.0000,0.0000,89A15717,89A15717,merged_train2_train1,13,89A 15717,1.0,True,59.995,159.47,2,14.987,,89A 15717,13,45.008,
car_45.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_45.jpg,,,,white,False,,,0.6393,0.0000,0.0000,0.0000,30E99127,30E99127,merged_train2_train1,13,30E 99127,1.0,True,56.535,927,2,14.743,,30E 99127,13,41.792,
car_461.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_461.jpg,,,,white,False,,,0.6260,0.0000,0.0000,0.0000,30A49689,30A49689,merged_train2_train1,13,30A 49689,1.0,True,58.437,490.89,2,14.828,,30A 49689,13,43.609,
car_467.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_467.jpg,,,,white,False,,,0.5915,0.0000,0.0000,0.0000,30E04914,30E04914,merged_train2_train1,13,30E 04914,1.0,True,51.639,043014,3,15.142,,30E 04914,13,36.497,
car_47.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_47.jpg,,,,white,False,,,0.2924,0.0000,0.0005,0.0002,30A58464,30A58464,merged_train2_train1,13,30A 59464,0.875,False,47.129,SI15,1,14.559,,30A 58464,13,32.569,
car_48.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_48.jpg,,,,unknown,False,,,0.0163,0.0167,0.0000,0.0000,29H92839,29H92839,merged_train2_train1,13,29A 92839,0.875,False,48.684,92839,2,14.253,,29H 92839,13,34.431,
car_482.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_482.jpg,,,,white,False,,,0.0924,0.0000,0.0000,0.0000,29D05685,29D05685,merged_train2_train1,13,29D 05685,1.0,True,46.038,29D-056.85,13,14.525,,29D 0565,13,31.514,
car_492.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_492.jpg,,,,unknown,False,,,0.0578,0.0000,0.0000,0.0196,30A32867,30A32867,merged_train2_train1,13,30A 32867,1.0,True,53.608,33067,2,14.517,,30A 32867,13,39.091,
car_499.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_499.jpg,,,,yellow,False,,,0.0081,0.1562,0.0000,0.0000,30F70179,30F70179,merged_train2_train1,13,30F 70179,1.0,True,53.122,30F-701.79,13,14.092,,30F 7019,13,39.030,
car_500.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_500.jpg,,,,white,False,,,0.4239,0.0000,0.0000,0.0000,30E66266,30E66266,merged_train2_train1,13,30E 66266,1.0,True,44.165,30E-662.66,13,14.460,,3 0E666,5,29.705,
car_508.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_508.jpg,,,,unknown,False,,,0.0543,0.0000,0.0000,0.0000,14A09290,14A09290,merged_train2_train1,13,14A 09290,1.0,True,44.836,14A-092.90,13,15.031,,1 4A092,5,29.804,
car_524.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_524.jpg,,,,white,False,,,0.6935,0.0000,0.0000,0.0000,30G61086,30G61086,merged_train2_train1,13,30G 61086,1.0,True,66.095,630.65,2,14.362,,30G 61086,13,51.733,
car_526.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_526.jpg,,,,white,False,,,0.4277,0.0000,0.0148,0.0000,30F10317,30F10317,merged_train2_train1,13,30F 10317,1.0,True,43.803,30F-103.17,13,14.252,,3 0F107,5,29.551,
car_528.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_528.jpg,,,,white,False,,,0.3907,0.0000,0.0000,0.0000,30E60099,30E60099,merged_train2_train1,13,30E 54093,0.625,False,62.791,G,1,14.655,,30E 60099,13,48.137,
car_529.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_529.jpg,,,,white,False,,,0.4385,0.0000,0.0002,0.0000,30F90540,30F90540,merged_train2_train1,13,30F 90540,1.0,True,57.240,30F-905.40,13,14.439,,30F 90450,13,42.801,
car_540.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_540.jpg,,,,white,False,,,0.2441,0.0040,0.0000,0.0188,30A96308,30A96308,merged_train2_train1,13,30A 96308,1.0,True,52.701,93.08,2,14.150,,30A 96308,13,38.551,
car_559.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_559.jpg,,,,white,False,,,0.6424,0.0000,0.0734,0.0000,36A04104,36A04104,merged_train2_train1,13,36A 04104,1.0,True,48.136,04104,2,13.957,,36A 04104,13,34.179,
car_564.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_564.jpg,,,,white,False,,,0.5186,0.0000,0.0000,0.0000,29A42050,29A42050,merged_train2_train1,13,29A 42050,1.0,True,44.100,29A-420.50,13,14.807,,2 9A420,5,29.293,
car_57.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_57.jpg,,,,white,False,,,0.2402,0.0000,0.0065,0.0010,29A97207,29A97207,merged_train2_train1,13,29A 97701,0.75,False,47.696,S.97,1,14.473,,29A 97207,13,33.223,
car_574.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_574.jpg,,,,white,False,,,0.4024,0.0000,0.0326,0.0000,29V1910,29V1910,merged_train2_train1,13,29V 1910,1.0,True,49.336,29V-1910,13,16.387,,29V 1910,13,32.948,
car_582.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_582.jpg,,,,white,False,,,0.5214,0.0000,0.0894,0.0886,30F32598,30F32598,merged_train2_train1,13,30F 32598,1.0,True,48.914,30F-325.98,13,14.643,,30F 3258,13,34.271,
car_90.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_90.jpg,,,,white,False,,,0.2911,0.0000,0.0000,0.0000,30E3265,30E3265,merged_train2_train1,13,30F 32665,0.75,False,47.221,,0,14.379,,30E 3265,13,32.842,
car_92.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_92.jpg,,,,white,False,,,0.5175,0.0000,0.0000,0.0000,30A97061,30A97061,merged_train2_train1,13,30A 97061,1.0,True,47.722,30A-970.61,13,16.075,,3 0A971,5,31.648,
mb_101.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_101.jpg,,,,white,False,,,0.6694,0.0000,0.2835,0.0000,72K67070,72K67070,merged_train2_train1,13,72K6 7070,1.0,True,51.305,7-76,2,14.790,,72K 67070,13,36.515,
mb_106.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_106.jpg,,,,white,False,,,0.6451,0.0000,0.0355,0.0000,54S14959,54S14959,merged_train2_train1,13,54S1 4959,1.0,True,45.193,5,0,14.079,,54S 14959,13,31.114,
mb_124.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_124.jpg,,,,white,False,,,0.6146,0.0000,0.1878,0.0000,59E163978,59E163978,merged_train2_train1,13,59E1 63978,1.0,True,97.196,65978,2,14.530,,59E1 63978,13,82.666,
mb_131.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_131.jpg,,,,white,False,,,0.4704,0.0000,0.1106,0.0000,49B103126,49B103126,merged_train2_train1,13,49B1 03126,1.0,True,76.511,039126,3,13.878,,49B1 03126,13,62.633,
mb_147.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_147.jpg,,,,white,False,,,0.6400,0.0000,0.1211,0.0000,59M197580,59M197580,merged_train2_train1,13,59M1 97580,1.0,True,80.287,595.80,2,14.538,,59M1 97580,13,65.749,
mb_149.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_149.jpg,,,,white,False,,,0.5970,0.0000,0.1286,0.0000,59U159897,59U159897,merged_train2_train1,13,59U1 59897,1.0,True,95.954,597,2,13.862,,59U1 59897,13,82.092,
mb_154.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_154.jpg,,,,white,False,,,0.5449,0.0000,0.1048,0.0000,63H51336,63H51336,merged_train2_train1,13,63H5 1336,1.0,True,55.866,636,2,13.702,,63H 51336,13,42.164,
mb_166.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_166.jpg,,,,white,False,,,0.6501,0.0000,0.1889,0.0000,68X12102,68X12102,merged_train2_train1,13,68X1 21002,0.8888888888888888,False,62.775,26802,2,14.626,,68X 12102,13,48.149,
mb_178.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_178.jpg,,,,white,False,,,0.4538,0.0000,0.1393,0.0000,54P83069,54P83069,merged_train2_train1,13,54P8 3069,1.0,True,51.206,59,2,14.816,,54P 83069,13,36.389,
mb_200.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_200.jpg,,,,white,False,,,0.5431,0.0000,0.0796,0.0000,59E153139,59E153139,merged_train2_train1,13,59E1 53139,1.0,True,96.851,59159,2,14.869,,59E1 53139,13,81.982,
mb_204.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_204.jpg,,,,white,False,,,0.6621,0.0000,0.2322,0.0000,54F39952,54F39952,merged_train2_train1,13,54F3 9952,1.0,True,45.163,,0,13.386,,54F 39952,13,31.777,
mb_210.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_210.jpg,,,,white,False,,,0.7073,0.0000,0.0887,0.0000,54S88080,54S88080,merged_train2_train1,13,54S8 8080,1.0,True,46.801,50-58,2,14.312,,54S 88080,13,32.489,
mb_215.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_215.jpg,,,,white,False,,,0.6457,0.0000,0.2134,0.0000,54U14469,54U14469,merged_train2_train1,13,54U1 4469,1.0,True,46.298,54-09,2,15.022,,54U 14469,13,31.276,
mb_231.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_231.jpg,,,,white,False,,,0.6765,0.0000,0.1541,0.0000,59M189404,59M189404,merged_train2_train1,13,59M1 89404,1.0,True,62.362,59-01,2,15.192,,59M1 89404,13,47.171,
mb_236.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_236.jpg,,,,white,False,,,0.6233,0.0000,0.1654,0.0000,59N187957,59N187957,merged_train2_train1,13,59N1 87957,1.0,True,115.487,659.57,2,14.651,,59N1 87957,13,100.836,
mb_239.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_239.jpg,,,,white,False,,,0.6826,0.0000,0.0527,0.0000,54R24924,54R24924,merged_train2_train1,13,54R2 4924,1.0,True,42.037,259-22,2,13.740,,54R 24924,13,28.297,
mb_242.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_242.jpg,,,,white,False,,,0.6197,0.0000,0.0974,0.0000,71S55600,71S55600,merged_train2_train1,13,71S5 5600,1.0,True,55.471,1558,2,14.568,,71S 55600,13,40.902,
mb_255.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_255.jpg,,,,white,False,,,0.5120,0.0000,0.0546,0.0000,66L126685,66L126685,merged_train2_train1,13,66L1 26685,1.0,True,106.121,26-015,2,15.183,,66L1 26685,13,90.938,
mb_30.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_30.jpg,,,,white,False,,,0.7486,0.0000,0.0512,0.0000,66L13524,66L13524,merged_train2_train1,13,66L1 35224,0.8888888888888888,False,50.217,3662,2,13.986,,66L 13524,13,36.231,
mb_300.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_300.jpg,,,,white,False,,,0.7181,0.0000,0.1795,0.0000,54R39587,54R39587,merged_train2_train1,13,54R3 9587,1.0,True,47.324,,0,14.291,,54R 39587,13,33.032,
mb_301.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_301.jpg,,,,white,False,,,0.6346,0.0000,0.0022,0.0117,72F135507,72F135507,merged_train2_train1,13,72F1 35507,1.0,True,68.313,37507,2,14.543,,72F1 35507,13,53.770,
mb_306.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_306.jpg,,,,white,False,,,0.5559,0.0000,0.0706,0.0007,60B32520,60B32520,merged_train2_train1,13,60B3 25220,0.8888888888888888,False,51.527,260-20,2,14.905,,60B 32520,13,36.622,
mb_31.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_31.jpg,,,,white,False,,,0.7371,0.0000,0.0794,0.0000,59X124340,59X124340,merged_train2_train1,13,59X1 24340,1.0,True,58.344,29340,2,14.477,,59X1 24340,13,43.867,
mb_318.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_318.jpg,,,,white,False,,,0.4823,0.0000,0.0299,0.0000,77L137372,77L137372,merged_train2_train1,13,77L1 37372,1.0,True,82.755,373.72,2,14.715,,77L1 37372,13,68.040,
mb_321.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_321.jpg,,,,white,False,,,0.6400,0.0000,0.0964,0.0000,59V248612,59V248612,merged_train2_train1,13,59V2 48612,1.0,True,72.207,159-12,2,14.191,,59V2 48612,13,58.016,
mb_329.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_329.jpg,,,,white,False,,,0.5235,0.0000,0.1941,0.0000,59C211894,59C211894,merged_train2_train1,13,59C2 11894,1.0,True,64.720,19812,2,14.641,,59C2 11894,13,50.078,
mb_351.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_351.jpg,,,,white,False,,,0.4946,0.0000,0.0299,0.0000,59F149271,59F149271,merged_train2_train1,13,59F1 49271,1.0,True,109.992,269-71,2,14.437,,59F1 49271,13,95.556,
mb_36.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_36.jpg,,,,white,False,,,0.6971,0.0000,0.0317,0.0000,59H154792,59H154792,merged_train2_train1,13,59H1 54792,1.0,True,61.726,54-92,2,14.131,,59H1 54792,13,47.596,
mb_360.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_360.jpg,,,,white,False,,,0.6806,0.0000,0.0733,0.0000,54T54498,54T54498,merged_train2_train1,13,54T5 4498,1.0,True,45.250,24-16,2,14.337,,54T 54498,13,30.913,
mb_365.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_365.jpg,,,,white,False,,,0.6137,0.0000,0.0968,0.0000,72C152693,72C152693,merged_train2_train1,13,72C1 52693,1.0,True,71.996,5693,2,15.098,,72C1 52693,13,56.898,
mb_386.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_386.jpg,,,,white,False,,,0.6107,0.0000,0.1109,0.0000,52P20878,52P20878,merged_train2_train1,13,52P2 0878,1.0,True,58.208,52-7,2,14.883,,52P 20878,13,43.325,
mb_4.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_4.jpg,,,,white,False,,,0.7274,0.0000,0.0067,0.0002,59T192270,59T192270,merged_train2_train1,13,59T1 92270,1.0,True,88.663,5270,2,14.733,,59T1 92270,13,73.930,
mb_403.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_403.jpg,,,,white,False,,,0.5976,0.0000,0.1246,0.0000,61C152787,61C152787,merged_train2_train1,13,61C1 52787,1.0,True,91.403,517-617,3,13.810,,61C1 52787,13,77.593,
mb_415.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_415.jpg,,,,white,False,,,0.5790,0.0000,0.0015,0.0000,59T129613,59T129613,merged_train2_train1,13,59T1 29613,1.0,True,116.667,25961,2,13.821,,59T1 29613,13,102.846,
mb_423.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_423.jpg,,,,white,False,,,0.6170,0.0000,0.1410,0.0122,59T100381,59T100381,merged_train2_train1,13,59T1 00381,1.0,True,142.242,059:11,2,13.862,,59T1 00381,13,128.380,
mb_425.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_425.jpg,,,,white,False,,,0.8215,0.0001,0.0000,0.0156,38Z10084,38Z10084,merged_train2_train1,13,38Z1 0084,1.0,True,54.181,307,2,14.092,,38Z 10084,13,40.089,
mb_429.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_429.jpg,,,,white,False,,,0.7054,0.0000,0.0125,0.0000,54V79675,54V79675,merged_train2_train1,13,54V7 9675,1.0,True,46.320,675,2,13.546,,54V 79675,13,32.774,
mb_440.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_440.jpg,,,,white,False,,,0.5951,0.0000,0.0157,0.0006,59L184759,59L184759,merged_train2_train1,13,59L1 84759,1.0,True,77.996,652759,3,14.784,,59L1 84759,13,63.212,
mb_449.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_449.jpg,,,,white,False,,,0.5369,0.0000,0.0709,0.0000,51L68446,51L68446,merged_train2_train1,13,51L6 8446,1.0,True,53.429,61-16,2,17.347,,51L 68446,13,36.082,
mb_455.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_455.jpg,,,,white,False,,,0.6944,0.0000,0.2091,0.0000,54H14882,54H14882,merged_train2_train1,13,54H1 4882,1.0,True,51.172,56,2,17.095,,54H 14882,13,34.077,
mb_46.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_46.jpg,,,,white,False,,,0.6099,0.0000,0.1309,0.0000,59L149944,59L149944,merged_train2_train1,13,59L1 49944,1.0,True,58.209,5944,2,17.635,,59L1 49944,13,40.574,
mb_48.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_48.jpg,,,,white,False,,,0.4867,0.0137,0.0155,0.0000,60X46482,60X46482,merged_train2_train1,13,60X4 6482,1.0,True,52.965,60-82,2,16.872,,60X 46482,13,36.093,
mb_498.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_498.jpg,,,,white,False,,,0.5736,0.0000,0.0010,0.1088,59N170791,59N170791,merged_train2_train1,13,59M1 70791,0.8888888888888888,False,125.199,75079,2,16.527,,59N1 70791,13,108.671,
