image,prediction,latency_ms
type1_230_lp.jpg,36K 03981,24.649499999895852
type1_239_lp.jpg,60A 99432,25.031699999999546
type1_240_lp.jpg,60K 14891,24.368600000116203
type1_244.jpg,60K 01413,26.412200000095254
type1_245_lp.jpg,72A 12142,23.726699999997436
type1_263_lp.jpg,36C 38924,25.606200000083845
type1_269_lp.jpg,14A 41556,23.331000000098356
type1_273_lp.jpg,30K 08553,23.823400000082984
type1_281_lp.jpg,30F 88414,26.352300000098694
type1_282.jpg,30F 29258,21.889800000053583
type1_287_lp.jpg,30G 32840,22.502600000052553
type1_289_lp.jpg,30K 21101,26.792500000055952
type1_291.jpg,30K 91147,27.117500000031214
type1_296.jpg,37C 18064,23.44190000007984
type1_296_lp.jpg,37C 18064,22.495100000014645
type1_298.jpg,29K 23541,25.363599999991493
type1_316.jpg,12H 71522,22.98930000006294
type1_322_lp.jpg,60K 39907,26.903400000037436
type1_323.jpg,60A 21242,27.213399999936883
type1_328.jpg,51K 96606,26.07799999987037
type1_328_lp.jpg,51K 96606,24.506400000063877
type1_331.jpg,83A 15344,24.47600000004968
type1_332.jpg,51K 03119,23.987200000192388
type1_334.jpg,51D 91034,25.692599999956656
type1_339.jpg,51K 39052,25.431299999809198
type1_348_lp.jpg,60A 52621,24.752499999976862
type1_349.jpg,60A 45947,26.106799999979557
type1_364_lp.jpg,60K 19203,23.231399999986024
type1_375_lp.jpg,60S 0559,22.914700000001176
type1_376_lp.jpg,60K 00211,26.05930000004264
type1_379_lp.jpg,51D 36644,22.512000000006083
type1_382_lp.jpg,36A 71198,26.20840000008684
type1_388.jpg,29A 32457,25.30509999996866
type1_392.jpg,15C 11214,27.220299999953568
type1_398_lp.jpg,29H 40095,25.845200000048862
type1_400_lp.jpg,29C 88493,20.866999999952895
type1_408.jpg,51K 40112,24.634300000116127
type1_416.jpg,30F 39718,24.75729999991927
type1_419_lp.jpg,18A 15191,24.57300000014584
type1_423_lp.jpg,30H 48602,24.21690000005583
type1_429.jpg,60K 11528,27.662299999974493
type1_435_lp.jpg,60K 44110,25.343100000100094
type1_437.jpg,60A 19508,23.462200000039957
type1_442.jpg,60C 45130,24.688600000217775
type1_448.jpg,60A 31449,26.941999999962718
type1_450.jpg,60K 39440,22.7649000000838
type1_451.jpg,60B 02516,24.742300000070827
type1_458.jpg,15E 00863,26.134100000035687
type1_459_lp.jpg,81C 13687,25.88989999981095
type1_467_lp.jpg,72N 8287,24.671300000136398
type1_473.jpg,30C 06284,25.5434000000605
type1_476_lp.jpg,60A 97524,25.59819999987667
type1_478.jpg,60C 47871,25.515300000051866
type1_480_lp.jpg,60B 04635,23.246200000130557
type1_483.jpg,60K 29484,25.116600000046674
type1_484.jpg,30E 68739,29.692800000020725
type1_488.jpg,60K 34880,23.46510000006674
type1_492_lp.jpg,60A 72120,24.478099999896585
type1_493_lp.jpg,60C 49911,30.70160000015676
type1_497_lp.jpg,51K 10043,27.75870000004943
type1_498_lp.jpg,60C 70767,24.568300000055387
type1_501.jpg,12A 15348,23.567599999978484
type1_501_lp.jpg,12A 15348,25.347400000100606
type1_506_lp.jpg,29D 50250,24.193500000137647
type1_517.jpg,51H 15869,24.113299999953597
type1_529_lp.jpg,51D 79176,26.535899999998946
type1_533.jpg,51L 14236,25.044600000001083
type1_534_lp.jpg,60K 16739,24.07960000005005
type1_535_lp.jpg,60A 60849,24.176199999828896
type1_536_lp.jpg,60P 1324,25.78459999995175
type1_547.jpg,30F 81145,26.468999999906373
type1_550.jpg,30H 05759,23.543000000017855
type1_552_lp.jpg,30G 33368,25.006500000017695
type1_557.jpg,30L 43176,28.597799999943163
type1_563_lp.jpg,30F 99746,24.642299999868555
type1_570_lp.jpg,30A 36080,25.051500000017768
type1_573_lp.jpg,51L 04666,26.759699999956865
type1_575.jpg,60A 29914,27.448900000081267
type1_580.jpg,60A 58477,23.090500000080283
type1_595.jpg,70A 51157,26.431100000081642
type1_595_lp.jpg,70A 5157,24.245899999868925
type1_596_lp.jpg,56L 1884,24.44439999999304
type1_599_lp.jpg,51K 40559,25.666300000011688
type1_601_lp.jpg,51D 34931,24.598400000058973
type1_602_lp.jpg,81C 13425,29.423899999983405
type1_603.jpg,30G 41952,26.612300000124378
type1_608_lp.jpg,51G 11111,26.597600000059174
type1_610_lp.jpg,51L 81111,24.322600000004968
type1_617_lp.jpg,51H 93840,26.51900000000751
type1_626_lp.jpg,29A 97435,23.619800000005853
type1_631.jpg,30L 82668,27.846100000033402
type1_634.jpg,30H 65274,24.124699999902077
type1_639.jpg,98A 77607,25.15809999999874
type1_662_lp.jpg,52Z 3335,24.515799999790033
type1_666.jpg,51K 35231,24.072400000022753
type1_673_lp.jpg,51L 39911,24.666599999818573
type1_677.jpg,29E 00001,27.00409999988551
type1_683.jpg,51H 31138,27.03760000008515
type1_685.jpg,51A 91833,23.62760000005437
type1_689.jpg,29B 50080,30.174600000009377
type1_698.jpg,30L 09570,28.483000000051106
type1_699_lp.jpg,30E 59721,25.805100000070524
type1_700.jpg,51B 02571,29.998800000157644
type1_703.jpg,30L 54048,27.093599999943763
type1_707_lp.jpg,30L 25753,28.142300000126852
type1_708.jpg,30A 70770,22.69920000003367
type1_716_lp.jpg,30E 21290,26.27859999984139
type1_730_lp.jpg,15A 77398,27.593100000103732
type1_733.jpg,51G 64771,25.63400000008187
type1_738_lp.jpg,34A 43530,20.719300000109797
type1_742_lp.jpg,30M 00012,21.787399999993795
type1_750.jpg,51F 66212,25.661800000079893
type1_754_lp.jpg,51K 30522,25.14940000014576
type1_768.jpg,51F 66212,23.279399999864836
type1_774.jpg,51K 22941,24.39749999984997
type1_785_lp.jpg,51A 35838,21.970399999872825
type1_786.jpg,62A 19163,28.55220000014924
type1_790_lp.jpg,60A 03979,22.849200000109704
type1_791_lp.jpg,51G 60089,30.215699999871504
type1_792.jpg,51L 02288,20.976699999891935
type1_793.jpg,51H 98857,25.72769999983393
type1_795_lp.jpg,70A 37125,26.3790000001336
type1_798.jpg,51K 64995,23.851200000081008
type1_799.jpg,51K 68988,24.172300000145697
type1_806_lp.jpg,30A 72763,24.576799999977084
type1_808_lp.jpg,51F 34581,25.826000000051863
type1_811_lp.jpg,51B 21735,23.438400000031834
type1_817_lp.jpg,30E 69804,22.677400000020498
type1_818_lp.jpg,30K 47077,27.854299999944487
type1_835_lp.jpg,51K 99992,24.52450000009776
type1_840_lp.jpg,51E 04708,23.1200999999146
type1_843_lp.jpg,72A 57867,24.266500000067026
type1_848.jpg,51G 33162,24.954199999910998
type1_848_lp.jpg,51G 33162,26.002199999993536
type1_852.jpg,60K 32545,28.099099999963073
type1_856.jpg,30E 58513,32.12020000000848
type1_865_lp.jpg,51K 11506,31.19879999985642
type1_871.jpg,51L 12945,26.487300000098912
type1_874_lp.jpg,51A 06686,28.95759999978509
type1_879.jpg,69A 00250,27.085000000170112
type1_884.jpg,51L 12650,27.680099999997765
type1_884_lp.jpg,51L 12650,28.950399999985166
type1_889_lp.jpg,51G 04870,26.74439999987044
type1_896.jpg,51A 13226,23.388900000099966
type1_898_lp.jpg,51A 33964,30.91949999998178
type1_899.jpg,51L 70649,29.253199999857316
type1_902.jpg,51G 53445,25.342399999999543
type1_914.jpg,60A 49166,22.50400000002628
type1_917_lp.jpg,51F 43443,25.552100000140854
type1_921_lp.jpg,60A 15840,24.852300000020477
type1_926_lp.jpg,60A 22029,26.944100000036997
type1_930_lp.jpg,51G 99030,27.997400000003836
type1_936_lp.jpg,60A 63167,27.01630000001387
type1_954.jpg,60A 10647,25.784100000009857
type1_955.jpg,75A 06638,31.415700000025026
type1_957.jpg,51D 80044,38.703899999973146
type1_968_lp.jpg,51H 33140,31.156199999941236
type1_969_lp.jpg,51K 74957,36.19689999982256
type1_970_lp.jpg,72A 48192,37.17900000015106
type1_973_lp.jpg,60A 96256,31.34860000000117
type1_975_lp.jpg,60K 01573,33.12169999981052
type1_976_lp.jpg,60A 91193,30.011600000079852
type1_978.jpg,60A 52562,28.250099999922895
type1_981.jpg,30F 34025,25.431300000036572
type1_990_lp.jpg,30L 07177,34.27929999998014
type1_995.jpg,60A 13067,29.767900000024383
type2_008_lp.jpg,60AA 51239,28.415700000095967
type2_011.jpg,60AA 48963,32.3347000000922
type2_014_lp.jpg,60AA 37348,25.446999999985565
type2_025_lp.jpg,60AA 24323,33.923699999832024
type2_034.jpg,61N1 17570,29.33989999996811
type2_036_lp.jpg,60F4 9776,27.075400000057925
type2_047.jpg,60F1 84279,33.01680000004126
type2_047_lp.jpg,60F1 84279,26.552299999821116
type2_049_lp.jpg,39F3 7974,28.85510000010072
type2_056_lp.jpg,60H5 17490,29.850299999907293
type2_057_lp.jpg,60F2 08840,21.040599999878395
type2_062_lp.jpg,29M1 45433,28.618400000141264
type2_065_lp.jpg,38X1 17994,29.673400000092442
type2_068_lp.jpg,36X9 1825,23.831500000142114
type2_078.jpg,95H1 12205,27.51310000007834
type2_079.jpg,60B1 23993,24.924099999907412
type2_093_lp.jpg,36AA 23088,24.10650000001624
type2_098.jpg,29S3 4009,26.672499999904176
type2_099.jpg,29BF 01228,26.330700000016805
type2_101_lp.jpg,18L1 00715,24.57379999987097
type2_106_lp.jpg,60Y3 4176,27.41029999992861
type2_108.jpg,59L1 80489,24.950900000021647
type2_109_lp.jpg,60B8 53744,26.29720000004454
type2_110_lp.jpg,39F4 2879,28.42940000005001
type2_115_lp.jpg,60F4 49007,26.78040000000692
type2_134_lp.jpg,37AA 02377,29.40830000011374
type2_141_lp.jpg,29AA 68600,30.76099999998405
type2_142.jpg,29E2 96580,25.748099999873375
type2_144_lp.jpg,29BF 01126,26.78209999999126
type2_152.jpg,29B9 25362,29.471299999840994
type2_157_lp.jpg,60LD 00008,28.75909999988835
type2_168_lp.jpg,59TA 14306,26.397100000167484
type2_171_lp.jpg,29G2 17077,31.126399999948262
type2_173.jpg,67AA 03040,31.36899999981324
type2_181.jpg,39F1 6534,26.678299999957744
type2_184_lp.jpg,60P6 6566,29.450200000155746
type2_200_lp.jpg,60AA 46401,29.42499999994652
type2_226.jpg,60B1 07103,35.68889999996827
type2_229.jpg,60A1 80159,31.875299999910567
type2_238.jpg,60AA 43798,30.014100000016697
type2_243_lp.jpg,60A1 01659,34.196100000144725
type2_246.jpg,60AA 43798,32.2532999998657
type2_253.jpg,30F8 6024,33.491700000013225
type2_254.jpg,60AA 30595,37.485800000013114
type2_256.jpg,60A1 11010,31.558700000005047
type2_262_lp.jpg,60B4 64014,27.206900000010137
type2_278_lp.jpg,60B8 73373,34.59079999993264
type2_283.jpg,60F2 16780,34.11540000001878
type2_290_lp.jpg,38P1 40466,29.71220000017638
type2_292_lp.jpg,60H5 38160,34.17960000001585
type2_296_lp.jpg,60X5 5533,29.933400000118127
type2_297.jpg,60AA 14444,28.338100000155464
type2_298_lp.jpg,60F2 22046,29.617800000096395
type2_304.jpg,93LA 01106,25.22399999998015
type2_308.jpg,60B5 00007,34.24259999997048
type2_310_lp.jpg,51T4 5947,29.76869999997689
type2_313_lp.jpg,37H1 08685,24.468699999943055
type2_315.jpg,72C2 32502,29.966999999942345
type2_316.jpg,23 827HC,24.88079999989168
type2_318.jpg,51S8 9548,28.904300000021976
type2_319_lp.jpg,92H7 0397,30.56790000005094
type2_330_lp.jpg,59M2 11446,26.060900000175025
type2_334.jpg,59N3 00896,29.84199999991688
type2_341.jpg,70A6 09547,31.015900000056718
type2_344.jpg,50H 9433,25.265900000022157
type2_345_lp.jpg,62F3 5706,29.42950000010569
type2_348.jpg,43H6 2959,30.744199999844568
type2_351_lp.jpg,60F3 84983,25.771599999870887
type2_356_lp.jpg,81 15499,30.454299999973955
type2_358.jpg,67U 00316,27.599800000189134
type2_359.jpg,72C2 16654,28.133300000035888
type2_361_lp.jpg,60Z2 7015,31.047799999896597
type2_362_lp.jpg,59M2 99999,27.99989999994068
type2_376.jpg,60B1 25456,27.183100000002014
type2_379_lp.jpg,60FA 0001,31.891899999891393
type2_385.jpg,60A1 88449,28.542499999957727
type2_388_lp.jpg,29G1 87175,26.725399999804722
type2_391.jpg,60B8 61672,30.31320000013693
type2_396.jpg,60B8 11218,58.068300000059025
type2_398_lp.jpg,60B9 34206,41.6302999999516
type2_399_lp.jpg,60B4 99350,27.712399999927584
type2_403.jpg,85F1 28986,31.05619999996634
type2_406.jpg,71C2 00311,28.918099999827973
type2_413_lp.jpg,59K2 44914,29.79189999996379
type2_419.jpg,59F1 33767,31.240400000115187
type2_420.jpg,59M1 11818,28.81459999980507
type2_427.jpg,60B1 38221,28.958099999954356
type2_433.jpg,50N1 75169,29.66510000010203
type2_442_lp.jpg,67D1 72065,29.8113999999714
type2_446.jpg,70B1 77896,27.798500000017157
type2_447_lp.jpg,59P2 90547,29.488500000070417
type2_455_lp.jpg,59U1 90994,29.986400000098
type2_456_lp.jpg,66L1 10153,27.83729999987372
type2_458.jpg,59D1 96110,30.133299999988594
type2_459.jpg,59D1 02799,26.335200000175973
type2_472_lp.jpg,59D2 85268,25.628899999901478
type2_474.jpg,7B1 22754,25.11540000000423
type2_474_lp.jpg,73HB 2754,32.84409999992022
type2_476.jpg,63B1 60098,39.78099999994811
type2_490.jpg,59V1 30802,36.09989999995378
type2_496.jpg,52M3 2039,26.695500000187167
type2_510.jpg,60R2 0648,29.850599999917904
type2_517.jpg,66K1 72084,29.30560000004334
type2_518.jpg,85FA 00778,29.137699999864708
type2_522_lp.jpg,59X1 65307,26.354200000014316
type2_524_lp.jpg,29D1 31745,31.73819999983607
type2_531.jpg,52ND 1537,30.70220000017798
type2_536_lp.jpg,83C1 01221,28.578299999935552
type2_537.jpg,53S5 7627,27.330399999982546
type2_538.jpg,85B1 01211,29.315799999949377
type2_556_lp.jpg,70B1 08760,33.78949999978431
type2_558_lp.jpg,59S1 13306,30.844999999999345
type2_562.jpg,59P2 43570,27.886000000080458
type2_586_lp.jpg,60AA 33327,30.283300000064628
type2_593.jpg,39F3 0708,32.010700000000725
type2_595_lp.jpg,19G1 00009,28.304599999955826
type2_616.jpg,60V8 6704,40.20390000005136
type2_627_lp.jpg,39F4 9955,34.91270000017721
type2_636_lp.jpg,52N4 7875,35.12330000012298
type2_637_lp.jpg,60F1 58938,36.60910000007789
type2_645_lp.jpg,60F1 40686,28.52030000008199
type2_646_lp.jpg,60F2 06327,37.04609999999775
type2_660.jpg,72 781K1,58.9881000000787
type2_664.jpg,52R5 3832,35.58889999999337
type2_665_lp.jpg,60F3 25289,31.205799999952433
type2_674_lp.jpg,60AA 27312,28.467899999895963
type2_675_lp.jpg,60G1 27376,30.91190000009192
type2_677_lp.jpg,60H4 4635,29.178799999954208
type2_683.jpg,70 804PM,24.37140000006366
type2_684_lp.jpg,51FB 0821,31.752999999980602
type2_694.jpg,60AA 08906,31.92559999979494
type2_694_lp.jpg,61L6 8027,27.082800000016505
type2_698.jpg,50LD 09160,32.51860000000306
type2_703_lp.jpg,92D1 04090,43.30660000005082
type2_705_lp.jpg,37F2 87253,33.428999999841835
type2_713.jpg,59L1 30083,37.06210000018473
type2_732_lp.jpg,60B1 32585,35.299099999974715
type2_736_lp.jpg,86B7 11731,40.14770000003409
type2_738.jpg,60Y7 1471,38.94009999999071
type2_740.jpg,53P4 9596,35.010699999929784
type2_751.jpg,60B1 22252,35.991599999988466
type2_752.jpg,60Y3 6719,44.27340000006552
type2_780_lp.jpg,59S1 51727,34.145500000022366
type2_788.jpg,60A2 10003,37.456499999962034
type2_788_lp.jpg,50N2 30488,27.47769999996308
type2_792.jpg,60C1 72002,37.631099999998696
type2_794.jpg,60BD 32225,35.813599999983126
type2_802_lp.jpg,60F4 5049,39.27260000000388
type2_821.jpg,61F1 51320,26.044499999898107
type2_821_lp.jpg,61F1 51320,41.088200000103825
type2_835.jpg,60X6 6916,41.95719999984249
type2_836_lp.jpg,60F1 3437,32.937100000026476
type2_843_lp.jpg,83 283J,30.07490000004509
type2_848.jpg,60MĐ1 00061,37.75619999987612
type2_851_lp.jpg,73F1 52578,35.40689999999813
type2_859.jpg,60 813AL,31.35229999998046
type2_859_lp.jpg,60 873AL,30.194100000016988
type2_875_lp.jpg,61D1 76303,37.993899999946734
type2_888.jpg,72C1 72076,41.04959999995117
type2_897_lp.jpg,72C1 02876,39.581900000030146
type2_905.jpg,39P2 64881,33.36380000018835
type2_905_lp.jpg,36B2 84881,38.302699999803735
type2_918_lp.jpg,60F3 51069,35.14909999989868
type2_922_lp.jpg,60AA 25379,40.540199999895776
type2_926.jpg,60AA 07963,26.442099999940183
type2_929.jpg,60B3 74685,34.46499999995467
type2_931.jpg,59D3 23224,36.872299999913594
type2_934.jpg,60F4 38026,31.782099999873026
type2_937.jpg,60B3 48267,47.14899999999034
type2_945.jpg,74K6 0197,55.5747999999312
type2_952_lp.jpg,60F1 29998,37.4623000000156
type2_953.jpg,60B1 38519,39.80279999996128
type2_954.jpg,60F3 51422,26.704899999913323
type2_958.jpg,60AA 39764,40.701500000068336
type2_965.jpg,59TA 12760,35.30099999989034
type2_970.jpg,36B1 57928,37.2096999999485
type2_974_lp.jpg,76UH1 01887,24.183400000083566
type2_979.jpg,60F2 04055,29.4834000001174
type2_995.jpg,63B9 29866,29.853100000082122
type3_000.jpg,28TĐ 00067,32.94310000001133
type3_002_lp.jpg,60MĐ1 01658,27.380300000004354
type3_023_lp.jpg,36MĐ6 00374,27.163199999904464
type3_026_lp.jpg,92LD 00542,34.490399999867805
type3_046.jpg,50LD 00003,26.481099999955404
type3_046_lp.jpg,50LD 00868,27.459800000087853
type3_055_lp.jpg,50TĐ 03010,29.903800000056435
type3_058_lp.jpg,50TĐ 03042,27.70039999995788
type3_059.jpg,29KT 10352,27.256999999963227
type3_059_lp.jpg,29KT 10352,32.94439999990573
type3_067.jpg,41MĐ1 00761,35.186100000146325
type3_076.jpg,50LD 20525,32.30389999998806
type3_077.jpg,60LD 00692,36.64959999991879
type3_081.jpg,60LD 01633,40.911099999902945
type3_084_lp.jpg,29LD 04857,37.80830000005153
type3_085.jpg,29CD 00196,41.46609999997963
type3_085_lp.jpg,29CD 00196,42.14729999989686
type3_088.jpg,43MĐ3 01479,39.15770000003249
type3_099_lp.jpg,51LD 5772,37.327700000105324
type3_108_lp.jpg,88LD 01038,38.620799999989686
type3_118.jpg,72LD 0982,37.29250000014872
type3_136_lp.jpg,50LD 07292,37.35180000012406
type3_142_lp.jpg,29KT 01088,37.14339999987715
type3_143_lp.jpg,60LD 01138,35.79179999996995
type3_154_lp.jpg,50TĐ 01330,39.071800000101575
type3_158.jpg,37HC 10099,47.56290000000263
type3_165_lp.jpg,37HC 00242,35.83830000002308
type3_169.jpg,29LD 00091,34.074099999998
type3_174_lp.jpg,73HC 00051,33.59460000001491
type3_175_lp.jpg,41MĐ1 76250,36.765400000149384
type3_178_lp.jpg,29CD 01737,33.68640000007872
type3_181_lp.jpg,60LD 02505,41.65240000020276
type3_187_lp.jpg,60LA 4369,38.25929999993605
type3_191_lp.jpg,60MĐ1 02552,33.67440000010902
type3_192_lp.jpg,29LD 0388,55.12980000003154
type3_194_lp.jpg,60LD 00501,45.93980000004194
type3_204_lp.jpg,65KT 00011,49.64849999987564
type3_206_lp.jpg,60MĐ1 01228,44.491999999991094
type3_211.jpg,29CD 00269,38.89570000001186
type3_213_lp.jpg,60MĐ4 50030,53.95819999989726
type3_221_lp.jpg,43HC 00092,52.51169999996819
type3_227.jpg,43HC 00077,48.22919999992337
type3_240_lp.jpg,43HC 00052,46.97230000010677
type3_246_lp.jpg,43HC 00041,44.54499999997097
type3_247_lp.jpg,43HC 00040,48.63120000004528
type3_257.jpg,43HC 00024,40.71849999991173
type3_257_lp.jpg,43HC 00024,43.57660000005126
type3_260_lp.jpg,43HC 00021,43.18069999999352
type3_268.jpg,43HC 00011,41.74639999996543
type3_270.jpg,43HC 00009,48.12579999997979
type3_277.jpg,29VT 00578,46.83100000011109
type3_279_lp.jpg,36MĐ1 01980,47.978899999861824
type3_284.jpg,60MĐ1 01635,45.54099999995742
