image,ocr_image,plate_detected,det_conf,bbox,plate_color,detector_fallback_used,detector_fallback_prediction,detector_fallback_crop,color_white,color_yellow,color_blue,color_red,prediction,prediction_normalized,selected_model,validity_score,ground_truth,char_acc,full_plate_correct,total_time_ms,train1_paddleocr_pred,train1_paddleocr_score,train1_paddleocr_time_ms,train1_paddleocr_error,train2_best_ema_pred,train2_best_ema_score,train2_best_ema_time_ms,train2_best_ema_error
car_186.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_186.jpg,,,,white,False,,,0.4665,0.0000,0.0000,0.0000,30F80651,30F80651,merged_train2_train1,13,30F 80651,1.0,True,97.956,30F-806.51,13,38.439,,30F 8061,13,59.518,
car_195.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_195.jpg,,,,white,False,,,0.7012,0.0000,0.0000,0.0000,30F77294,30F77294,merged_train2_train1,13,30F 77294,1.0,True,89.153,30F-772.94,13,37.938,,3 0F774,5,51.215,
car_204.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_204.jpg,,,,white,False,,,0.5291,0.0000,0.0000,0.0000,89A10868,89A10868,merged_train2_train1,13,89A 10868,1.0,True,114.456,10868,2,36.796,,89A 10868,13,77.659,
car_214.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_214.jpg,,,,white,False,,,0.4775,0.0000,0.0000,0.0000,30A57188,30A57188,merged_train2_train1,13,30A 52186,0.75,False,112.574,,0,43.963,,30A 57188,13,68.611,
car_236.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_236.jpg,,,,white,False,,,0.6374,0.0000,0.0000,0.0000,30G58326,30G58326,merged_train2_train1,13,30G 58236,0.75,False,124.155,530.G6,3,41.535,,30G 58326,13,82.620,
car_241.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_241.jpg,,,,white,False,,,0.6882,0.0000,0.0004,0.0000,30G58858,30G58858,merged_train2_train1,13,30G 58858,1.0,True,107.334,530.58,2,32.211,,30G 58858,13,75.124,
car_249.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_249.jpg,,,,white,False,,,0.5082,0.0000,0.0000,0.0000,29A46294,29A46294,merged_train2_train1,13,29A 46294,1.0,True,87.423,29A-462.94,13,40.032,,2 9A464,5,47.391,
car_269.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_269.jpg,,,,white,False,,,0.6359,0.0000,0.0000,0.0000,30S47926,30S47926,merged_train2_train1,13,30G 47926,0.875,False,91.278,,0,32.703,,30S 47926,13,58.575,
car_28.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_28.jpg,,,,white,False,,,0.5231,0.0000,0.0005,0.0000,30F68947,30F68947,merged_train2_train1,13,30F 68947,1.0,True,79.653,30F-689.47,13,33.749,,3 0F687,5,45.904,
car_286.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_286.jpg,,,,white,False,,,0.3071,0.0000,0.0370,0.0000,29V1910,29V1910,merged_train2_train1,13,29V 1910,1.0,True,83.904,29VA1910,8,33.132,,29V 1910,13,50.771,
car_300.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_300.jpg,,,,white,False,,,0.3426,0.0000,0.0032,0.2258,30F92619,30F92619,merged_train2_train1,13,30F 92619,1.0,True,101.938,30F-926.19,13,33.673,,30F 92619,13,68.265,
car_307.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_307.jpg,,,,white,False,,,0.3614,0.0000,0.0000,0.0000,29D09566,29D09566,merged_train2_train1,13,29D 09566,1.0,True,94.954,29D-09566,13,32.178,,29D 09566,13,62.776,
car_316.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_316.jpg,,,,white,False,,,0.5996,0.0000,0.0100,0.0000,30E02141,30E02141,merged_train2_train1,13,30E 02141,1.0,True,91.410,02041,2,29.666,,30E 02141,13,61.744,
car_325.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_325.jpg,,,,white,False,,,0.4559,0.0143,0.0000,0.0000,89A12433,89A12433,merged_train2_train1,13,89A 12433,1.0,True,89.913,124.33,2,32.456,,89A 12433,13,57.457,
car_353.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_353.jpg,,,,white,False,,,0.4318,0.0001,0.0013,0.2686,30F86034,30F86034,merged_train2_train1,13,30F 86034,1.0,True,95.224,30F·860.34,13,46.041,,3 0F864,5,49.183,
car_386.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_386.jpg,,,,white,False,,,0.5572,0.0000,0.0000,0.0000,24A15935,24A15935,merged_train2_train1,13,24A 15935,1.0,True,81.016,129.35,2,30.680,,24A 15935,13,50.336,
car_388.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_388.jpg,,,,white,False,,,0.5942,0.0000,0.0000,0.0000,30E91177,30E91177,merged_train2_train1,13,30E 91177,1.0,True,98.072,93077,2,33.546,,30E 91177,13,64.526,
car_389.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_389.jpg,,,,white,False,,,0.6762,0.0000,0.0000,0.0005,30A90546,30A90546,merged_train2_train1,13,30A 90546,1.0,True,83.660,93546,2,30.053,,30A 90546,13,53.607,
car_40.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_40.jpg,,,,white,False,,,0.3619,0.0000,0.0000,0.0000,76LD00082,76LD00082,merged_train2_train1,18,24D 00082,0.6666666666666667,False,173.316,00082,2,30.874,,76LD 00082,18,142.442,
car_405.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_405.jpg,,,,white,False,,,0.5619,0.0000,0.0000,0.0000,30F97025,30F97025,merged_train2_train1,13,30F 97025,1.0,True,77.353,30F-970.25,13,34.454,,3 0F975,5,42.899,
car_41.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_41.jpg,,,,white,False,,,0.5806,0.0000,0.0000,0.0000,89A15717,89A15717,merged_train2_train1,13,89A 15717,1.0,True,103.163,159.47,2,34.898,,89A 15717,13,68.265,
car_45.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_45.jpg,,,,white,False,,,0.6393,0.0000,0.0000,0.0000,30E99127,30E99127,merged_train2_train1,13,30E 99127,1.0,True,91.456,927,2,31.473,,30E 99127,13,59.983,
car_461.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_461.jpg,,,,white,False,,,0.6260,0.0000,0.0000,0.0000,30A49689,30A49689,merged_train2_train1,13,30A 49689,1.0,True,100.900,490.89,2,34.331,,30A 49689,13,66.569,
car_467.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_467.jpg,,,,white,False,,,0.5915,0.0000,0.0000,0.0000,30E04914,30E04914,merged_train2_train1,13,30E 04914,1.0,True,95.430,043014,3,36.708,,30E 04914,13,58.722,
car_47.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_47.jpg,,,,white,False,,,0.2924,0.0000,0.0005,0.0002,30A58464,30A58464,merged_train2_train1,13,30A 59464,0.875,False,85.439,SI15,1,35.695,,30A 58464,13,49.744,
car_48.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_48.jpg,,,,unknown,False,,,0.0163,0.0167,0.0000,0.0000,29H92839,29H92839,merged_train2_train1,13,29A 92839,0.875,False,111.837,92839,2,56.223,,29H 92839,13,55.614,
car_482.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_482.jpg,,,,white,False,,,0.0924,0.0000,0.0000,0.0000,29D05685,29D05685,merged_train2_train1,13,29D 05685,1.0,True,95.344,29D-056.85,13,41.791,,29D 0565,13,53.553,
car_492.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_492.jpg,,,,unknown,False,,,0.0578,0.0000,0.0000,0.0196,30A32867,30A32867,merged_train2_train1,13,30A 32867,1.0,True,134.449,33067,2,73.267,,30A 32867,13,61.182,
car_499.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_499.jpg,,,,yellow,False,,,0.0081,0.1562,0.0000,0.0000,30F70179,30F70179,merged_train2_train1,13,30F 70179,1.0,True,93.980,30F-701.79,13,35.416,,30F 7019,13,58.564,
car_500.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_500.jpg,,,,white,False,,,0.4239,0.0000,0.0000,0.0000,30E66266,30E66266,merged_train2_train1,13,30E 66266,1.0,True,83.352,30E-662.66,13,36.917,,3 0E666,5,46.435,
car_508.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_508.jpg,,,,unknown,False,,,0.0543,0.0000,0.0000,0.0000,14A09290,14A09290,merged_train2_train1,13,14A 09290,1.0,True,88.683,14A-092.90,13,40.267,,1 4A092,5,48.416,
car_524.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_524.jpg,,,,white,False,,,0.6935,0.0000,0.0000,0.0000,30G61086,30G61086,merged_train2_train1,13,30G 61086,1.0,True,117.952,630.65,2,37.699,,30G 61086,13,80.253,
car_526.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_526.jpg,,,,white,False,,,0.4277,0.0000,0.0148,0.0000,30F10317,30F10317,merged_train2_train1,13,30F 10317,1.0,True,85.679,30F-103.17,13,38.212,,3 0F107,5,47.467,
car_528.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_528.jpg,,,,white,False,,,0.3907,0.0000,0.0000,0.0000,30E60099,30E60099,merged_train2_train1,13,30E 54093,0.625,False,114.934,G,1,36.582,,30E 60099,13,78.351,
car_529.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_529.jpg,,,,white,False,,,0.4385,0.0000,0.0002,0.0000,30F90540,30F90540,merged_train2_train1,13,30F 90540,1.0,True,99.982,30F-905.40,13,34.677,,30F 90450,13,65.305,
car_540.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_540.jpg,,,,white,False,,,0.2441,0.0040,0.0000,0.0188,30A96308,30A96308,merged_train2_train1,13,30A 96308,1.0,True,96.389,93.08,2,34.323,,30A 96308,13,62.066,
car_559.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_559.jpg,,,,white,False,,,0.6424,0.0000,0.0734,0.0000,36A04104,36A04104,merged_train2_train1,13,36A 04104,1.0,True,105.188,04104,2,43.508,,36A 04104,13,61.679,
car_564.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_564.jpg,,,,white,False,,,0.5186,0.0000,0.0000,0.0000,29A42050,29A42050,merged_train2_train1,13,29A 42050,1.0,True,77.815,29A-420.50,13,33.458,,2 9A420,5,44.357,
car_57.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_57.jpg,,,,white,False,,,0.2402,0.0000,0.0065,0.0010,29A97207,29A97207,merged_train2_train1,13,29A 97701,0.75,False,84.593,S.97,1,32.955,,29A 97207,13,51.638,
car_574.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_574.jpg,,,,white,False,,,0.4024,0.0000,0.0326,0.0000,29V1910,29V1910,merged_train2_train1,13,29V 1910,1.0,True,102.998,29V-1910,13,42.677,,29V 1910,13,60.321,
car_582.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_582.jpg,,,,white,False,,,0.5214,0.0000,0.0894,0.0886,30F32598,30F32598,merged_train2_train1,13,30F 32598,1.0,True,93.729,30F-325.98,13,39.532,,30F 3258,13,54.197,
car_90.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_90.jpg,,,,white,False,,,0.2911,0.0000,0.0000,0.0000,30E3265,30E3265,merged_train2_train1,13,30F 32665,0.75,False,84.982,,0,33.416,,30E 3265,13,51.566,
car_92.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\car_92.jpg,,,,white,False,,,0.5175,0.0000,0.0000,0.0000,30A97061,30A97061,merged_train2_train1,13,30A 97061,1.0,True,85.183,30A-970.61,13,35.730,,3 0A971,5,49.453,
mb_101.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_101.jpg,,,,white,False,,,0.6694,0.0000,0.2835,0.0000,72K67070,72K67070,merged_train2_train1,13,72K6 7070,1.0,True,102.040,7-76,2,44.217,,72K 67070,13,57.823,
mb_106.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_106.jpg,,,,white,False,,,0.6451,0.0000,0.0355,0.0000,54S14959,54S14959,merged_train2_train1,13,54S1 4959,1.0,True,87.992,5,0,34.975,,54S 14959,13,53.017,
mb_124.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_124.jpg,,,,white,False,,,0.6146,0.0000,0.1878,0.0000,59E163978,59E163978,merged_train2_train1,13,59E1 63978,1.0,True,157.065,65978,2,33.502,,59E1 63978,13,123.564,
mb_131.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_131.jpg,,,,white,False,,,0.4704,0.0000,0.1106,0.0000,49B103126,49B103126,merged_train2_train1,13,49B1 03126,1.0,True,135.484,039126,3,36.147,,49B1 03126,13,99.337,
mb_147.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_147.jpg,,,,white,False,,,0.6400,0.0000,0.1211,0.0000,59M197580,59M197580,merged_train2_train1,13,59M1 97580,1.0,True,131.814,595.80,2,40.139,,59M1 97580,13,91.676,
mb_149.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_149.jpg,,,,white,False,,,0.5970,0.0000,0.1286,0.0000,59U159897,59U159897,merged_train2_train1,13,59U1 59897,1.0,True,151.285,597,2,34.925,,59U1 59897,13,116.360,
mb_154.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_154.jpg,,,,white,False,,,0.5449,0.0000,0.1048,0.0000,63H51336,63H51336,merged_train2_train1,13,63H5 1336,1.0,True,98.186,636,2,31.301,,63H 51336,13,66.885,
mb_166.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_166.jpg,,,,white,False,,,0.6501,0.0000,0.1889,0.0000,68X12102,68X12102,merged_train2_train1,13,68X1 21002,0.8888888888888888,False,112.454,26802,2,37.400,,68X 12102,13,75.054,
mb_178.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_178.jpg,,,,white,False,,,0.4538,0.0000,0.1393,0.0000,54P83069,54P83069,merged_train2_train1,13,54P8 3069,1.0,True,86.435,59,2,34.067,,54P 83069,13,52.368,
mb_200.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_200.jpg,,,,white,False,,,0.5431,0.0000,0.0796,0.0000,59E153139,59E153139,merged_train2_train1,13,59E1 53139,1.0,True,150.288,59159,2,36.892,,59E1 53139,13,113.396,
mb_204.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_204.jpg,,,,white,False,,,0.6621,0.0000,0.2322,0.0000,54F39952,54F39952,merged_train2_train1,13,54F3 9952,1.0,True,94.812,,0,42.888,,54F 39952,13,51.924,
mb_210.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_210.jpg,,,,white,False,,,0.7073,0.0000,0.0887,0.0000,54S88080,54S88080,merged_train2_train1,13,54S8 8080,1.0,True,77.810,50-58,2,28.464,,54S 88080,13,49.346,
mb_215.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_215.jpg,,,,white,False,,,0.6457,0.0000,0.2134,0.0000,54U14469,54U14469,merged_train2_train1,13,54U1 4469,1.0,True,78.878,54-09,2,34.512,,54U 14469,13,44.367,
mb_231.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_231.jpg,,,,white,False,,,0.6765,0.0000,0.1541,0.0000,59M189404,59M189404,merged_train2_train1,13,59M1 89404,1.0,True,106.372,59-01,2,37.722,,59M1 89404,13,68.650,
mb_236.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_236.jpg,,,,white,False,,,0.6233,0.0000,0.1654,0.0000,59N187957,59N187957,merged_train2_train1,13,59N1 87957,1.0,True,253.445,659.57,2,59.554,,59N1 87957,13,193.891,
mb_239.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_239.jpg,,,,white,False,,,0.6826,0.0000,0.0527,0.0000,54R24924,54R24924,merged_train2_train1,13,54R2 4924,1.0,True,108.575,259-22,2,41.106,,54R 24924,13,67.469,
mb_242.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_242.jpg,,,,white,False,,,0.6197,0.0000,0.0974,0.0000,TT55600,TT55600,merged_train2_train1,3,71S5 5600,0.625,False,103.410,1558,2,43.436,,TT 55600,3,59.973,
mb_255.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_255.jpg,,,,white,False,,,0.5120,0.0000,0.0546,0.0000,66L126685,66L126685,merged_train2_train1,13,66L1 26685,1.0,True,208.380,26-015,2,45.486,,66L1 26685,13,162.894,
mb_30.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_30.jpg,,,,white,False,,,0.7486,0.0000,0.0512,0.0000,66L13524,66L13524,merged_train2_train1,13,66L1 35224,0.8888888888888888,False,110.229,3662,2,44.351,,66L 13524,13,65.878,
mb_300.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_300.jpg,,,,white,False,,,0.7181,0.0000,0.1795,0.0000,54R39587,54R39587,merged_train2_train1,13,54R3 9587,1.0,True,98.637,,0,36.107,,54R 39587,13,62.530,
mb_301.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_301.jpg,,,,white,False,,,0.6346,0.0000,0.0022,0.0117,72F135507,72F135507,merged_train2_train1,13,72F1 35507,1.0,True,136.925,37507,2,36.023,,72F1 35507,13,100.902,
mb_306.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_306.jpg,,,,white,False,,,0.5559,0.0000,0.0706,0.0007,60B32520,60B32520,merged_train2_train1,13,60B3 25220,0.8888888888888888,False,119.438,260-20,2,45.648,,60B 32520,13,73.790,
mb_31.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_31.jpg,,,,white,False,,,0.7371,0.0000,0.0794,0.0000,59X124340,59X124340,merged_train2_train1,13,59X1 24340,1.0,True,136.668,29340,2,56.951,,59X1 24340,13,79.717,
mb_318.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_318.jpg,,,,white,False,,,0.4823,0.0000,0.0299,0.0000,TT137372,TT137372,merged_train2_train1,4,77L1 37372,0.6666666666666667,False,109.668,373.72,2,45.726,,TT 137372,4,63.941,
mb_321.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_321.jpg,,,,white,False,,,0.6400,0.0000,0.0964,0.0000,59V248612,59V248612,merged_train2_train1,13,59V2 48612,1.0,True,152.203,159-12,2,46.991,,59V2 48612,13,105.212,
mb_329.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_329.jpg,,,,white,False,,,0.5235,0.0000,0.1941,0.0000,59C211894,59C211894,merged_train2_train1,13,59C2 11894,1.0,True,138.618,19812,2,41.688,,59C2 11894,13,96.929,
mb_351.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_351.jpg,,,,white,False,,,0.4946,0.0000,0.0299,0.0000,59F149271,59F149271,merged_train2_train1,13,59F1 49271,1.0,True,233.475,269-71,2,46.067,,59F1 49271,13,187.409,
mb_36.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_36.jpg,,,,white,False,,,0.6971,0.0000,0.0317,0.0000,59H154792,59H154792,merged_train2_train1,13,59H1 54792,1.0,True,138.397,54-92,2,47.446,,59H1 54792,13,90.951,
mb_360.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_360.jpg,,,,white,False,,,0.6806,0.0000,0.0733,0.0000,54T54498,54T54498,merged_train2_train1,13,54T5 4498,1.0,True,90.577,24-16,2,34.216,,54T 54498,13,56.361,
mb_365.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_365.jpg,,,,white,False,,,0.6137,0.0000,0.0968,0.0000,72C152693,72C152693,merged_train2_train1,13,72C1 52693,1.0,True,136.029,5693,2,39.471,,72C1 52693,13,96.558,
mb_386.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_386.jpg,,,,white,False,,,0.6107,0.0000,0.1109,0.0000,52P20878,52P20878,merged_train2_train1,13,52P2 0878,1.0,True,124.951,52-7,2,43.955,,52P 20878,13,80.996,
mb_4.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_4.jpg,,,,white,False,,,0.7274,0.0000,0.0067,0.0002,59T192270,59T192270,merged_train2_train1,13,59T1 92270,1.0,True,142.585,5270,2,44.315,,59T1 92270,13,98.269,
mb_403.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_403.jpg,,,,white,False,,,0.5976,0.0000,0.1246,0.0000,61C152787,61C152787,merged_train2_train1,13,61C1 52787,1.0,True,161.489,517-617,3,46.088,,61C1 52787,13,115.401,
mb_415.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_415.jpg,,,,white,False,,,0.5790,0.0000,0.0015,0.0000,59T129613,59T129613,merged_train2_train1,13,59T1 29613,1.0,True,237.538,25961,2,84.658,,59T1 29613,13,152.879,
mb_423.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_423.jpg,,,,white,False,,,0.6170,0.0000,0.1410,0.0122,59T100381,59T100381,merged_train2_train1,13,59T1 00381,1.0,True,250.009,059:11,2,45.744,,59T1 00381,13,204.265,
mb_425.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_425.jpg,,,,white,False,,,0.8215,0.0001,0.0000,0.0156,38Z10084,38Z10084,merged_train2_train1,13,38Z1 0084,1.0,True,107.651,307,2,41.269,,38Z 10084,13,66.382,
mb_429.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_429.jpg,,,,white,False,,,0.7054,0.0000,0.0125,0.0000,54V79675,54V79675,merged_train2_train1,13,54V7 9675,1.0,True,97.896,675,2,43.878,,54V 79675,13,54.018,
mb_440.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_440.jpg,,,,white,False,,,0.5951,0.0000,0.0157,0.0006,59L184759,59L184759,merged_train2_train1,13,59L1 84759,1.0,True,126.959,652759,3,36.749,,59L1 84759,13,90.210,
mb_449.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_449.jpg,,,,white,False,,,0.5369,0.0000,0.0709,0.0000,51L68446,51L68446,merged_train2_train1,13,51L6 8446,1.0,True,87.930,61-16,2,39.601,,51L 68446,13,48.329,
mb_455.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_455.jpg,,,,white,False,,,0.6944,0.0000,0.2091,0.0000,54H14882,54H14882,merged_train2_train1,13,54H1 4882,1.0,True,77.148,56,2,30.204,,54H 14882,13,46.943,
mb_46.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_46.jpg,,,,white,False,,,0.6099,0.0000,0.1309,0.0000,59L149944,59L149944,merged_train2_train1,13,59L1 49944,1.0,True,81.528,5944,2,25.471,,59L1 49944,13,56.058,
mb_48.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_48.jpg,,,,white,False,,,0.4867,0.0137,0.0155,0.0000,60X46482,60X46482,merged_train2_train1,13,60X4 6482,1.0,True,84.302,60-82,2,33.666,,60X 46482,13,50.636,
mb_498.jpg,C:\Users\Admin\ducmanhjr\sosanh\ocr_dataset\test\mb_498.jpg,,,,white,False,,,0.5736,0.0000,0.0010,0.1088,59N170791,59N170791,merged_train2_train1,13,59M1 70791,0.8888888888888888,False,181.851,75079,2,33.403,,59N1 70791,13,148.448,
